所管,組織,,,,,,,,,                        項目,令和2年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,040,,,,,,,港湾事業費,,"217,936,564","217,131,592","804,972"
,,,43,052,1,20,4,00,,港湾改修費,"185,735,231","180,475,072","5,260,159"
,,,43,052,1,20,4,00,,貸付国有港湾施設整備事業費,"774,897","774,206",691
,,,43,052,1,20,4,00,,港湾作業船整備費,"3,956,150","4,374,760","△ 418,610"
,,,43,052,1,20,4,00,,特定離島港湾施設整備事業費,"10,100,000","10,100,000",0
,,,43,052,1,20,4,00,,特定離島港湾維持管理費,"700,000","700,000",0
,,,43,052,1,20,4,00,,営繕宿舎費,"916,284","917,220",△ 936
,,,43,052,1,20,4,00,,港湾事業調査費,"503,000","503,000",0
,,,43,052,1,82,5,00,,港湾改修費補助,"10,106,450","13,654,547","△ 3,548,097"
,,,43,052,1,82,5,00,,後進地域特例法適用団体補助率差額,"635,152","317,000","318,152"
,,,43,052,1,95,9,00,,埠頭整備等資金貸付金,"4,309,400","4,615,787","△ 306,387"
,,,43,052,1,95,9,00,,港湾開発資金貸付金,"200,000","200,000",0
,,,43,052,1,95,9,00,,国際戦略港湾港湾運営会社出資金,0,"500,000","△ 500,000"
,,358,,,,,,,エネルギー・鉄鋼港湾施設工事費,,"400,044","280,180","119,864"
,,,43,052,1,20,4,00,,和歌山下津港整備費,"400,000","280,000","120,000"
,,,43,052,1,20,4,00,,営繕宿舎費,44,180,△ 136
,,046,,,,,,,景観形成推進費,,"136,705","112,037","24,668"
,,,95,016,2,12,3,09,,景観形成推進調査費,"6,705","10,185","△ 3,480"
,,,95,016,2,85,5,16,,景観改善推進事業費補助金,"130,000",0,"130,000"
,,,95,016,2,85,5,16,,集約促進景観・歴史的風致形成推進事業費補助金,0,"101,852","△ 101,852"
,,359,,,,,,,地域連携道路事業費,,"554,020,000","583,517,550","△ 29,497,550"
,,,42,052,1,20,4,00,,地域連携道路事業費,"432,271,000","464,657,000","△ 32,386,000"
,,,42,052,1,20,4,00,,営繕宿舎費,"770,000","882,000","△ 112,000"
,,,42,052,1,20,4,00,,道路調査費,"6,527,000","5,566,000","961,000"
,,,42,052,1,82,5,00,,地域連携道路事業費補助,"102,483,000","94,204,000","8,279,000"
,,,42,052,1,40,5,00,,高速道路連結部整備事業費補助,"5,215,000","3,023,000","2,192,000"
,,,42,052,1,82,5,00,,道路調査費補助,"758,000","708,000","50,000"
,,,42,052,1,82,5,00,,後進地域特例法適用団体補助率差額,"5,247,000","4,503,550","743,450"
,,,42,052,1,95,9,00,,特定連絡道路工事資金貸付金,"25,000","50,000","△ 25,000"
,,,42,052,1,95,9,00,,独立行政法人日本高速道路保有・債務返済機構出資金,"724,000","9,924,000","△ 9,200,000"
,,048,,,,,,,整備新幹線建設推進高度化等事業費,,"1,438,000","1,560,980","△ 122,980"
,,,95,063,1,92,5,16,,整備新幹線建設推進高度化等事業費補助金,"1,438,000","1,560,980","△ 122,980"
,,049,,,,,,,整備新幹線整備事業費,,"80,372,000","79,192,000","1,180,000"
,,,43,052,1,92,5,00,,整備新幹線整備事業費補助,"80,372,000","79,192,000","1,180,000"
,,053,,,,,,,航空機燃料税財源空港整備事業費自動車安全特別会計へ繰入,,"25,892,226","20,760,300","5,131,926"
,,,43,052,2,92,6,00,,航空機燃料税財源の自動車安全特別会計へ繰入,"25,892,226","20,760,300","5,131,926"
,,054,,,,,,,航空機燃料税財源北海道空港整備事業費自動車安全特別会計へ繰入,,"11,019,000","16,492,000","△ 5,473,000"
,,,43,052,2,92,6,00,,航空機燃料税財源の自動車安全特別会計へ繰入,"11,019,000","16,492,000","△ 5,473,000"
,,055,,,,,,,航空機燃料税財源離島空港整備事業費自動車安全特別会計へ繰入,,"2,102,000","2,012,000","90,000"
,,,43,052,2,92,6,00,,航空機燃料税財源の自動車安全特別会計へ繰入,"2,102,000","2,012,000","90,000"
,,056,,,,,,,都市・地域づくり推進費,,"1,851,583","1,941,097","△ 89,514"
,,,95,016,2,12,9,06,,諸謝金,427,427,0
,,,95,016,2,12,2,08,,職員旅費,"3,382","3,055",327
,,,95,016,2,12,2,08,,委員等旅費,731,733,△ 2
,,,95,016,2,12,3,09,,都市・地域づくり推進調査費,"566,499","499,783","66,716"
,,,95,016,2,12,3,09,,資格検定国家試験費,144,144,0
,,,95,016,2,12,5,14,,集約型都市構造化推進調査委託費,"10,000","16,297","△ 6,297"
,,,95,053,2,82,5,16,,防災集団移転促進事業費補助金,"44,650","44,650",0
,,,95,016,1,82,5,16,,集落活性化推進事業費補助金,"60,000","114,685","△ 54,685"
,,,95,016,2,81,5,16,,半島振興広域連携促進事業費補助金,"68,000","79,254","△ 11,254"
,,,95,016,2,40,5,16,,都市開発海外展開支援事業費補助金,"60,000",0,"60,000"
,,,95,016,2,85,5,16,,集約都市形成支援事業費補助金,"500,000","489,835","10,165"
,,,95,016,2,40,5,16,,官民連携都市再生推進事業費補助金,"500,000",0,"500,000"
,,,95,016,2,40,5,16,,民間まちづくり活動促進事業費補助金,0,"104,398","△ 104,398"
,,,95,016,2,85,5,16,,国際競争力強化促進事業費補助金,0,"511,982","△ 511,982"
,,,95,016,2,85,5,16,,歴史的風致活用国際観光支援事業費補助金,0,"35,648","△ 35,648"
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"37,750","40,206","△ 2,456"
,,057,,,,,,,都市再生・地域再生整備事業費,,"101,109,755","31,529,755","69,580,000"
,,,44,052,1,20,4,00,,都市開発事業調査費,"424,000","424,000",0
,,,44,052,1,82,5,00,,都市構造再編集中支援事業費補助,"70,000,000",0,"70,000,000"
,,,44,052,1,86,5,00,,市街地再開発事業費補助,"10,209,000","9,676,000","533,000"
,,,44,052,1,82,5,00,,都市再生推進事業費補助,"14,594,000","14,427,755","166,245"
,,,44,059,2,40,5,00,,民間都市開発推進機構補給金,"57,000",0,"57,000"
,,,44,052,1,95,9,00,,都市開発資金貸付金,"5,825,755","6,054,000","△ 228,245"
,,,44,052,1,92,5,00,,都市機能立地支援事業費補助,0,"948,000","△ 948,000"
,,058,,,,,,,鉄道網整備推進費,,"350,323","388,304","△ 37,981"
,,,95,016,2,12,2,08,,職員旅費,65,67,△ 2
,,,95,016,2,12,5,14,,鉄道整備等基礎調査委託費,"266,000","295,371","△ 29,371"
,,,95,063,2,40,5,16,,新線調査費等補助金,"43,258","40,866","2,392"
,,,95,063,2,40,5,16,,譲渡線建設費等利子補給金,"41,000","52,000","△ 11,000"
,,059,,,,,,,鉄道網整備事業費,,"20,415,000","20,588,000","△ 173,000"
,,,43,052,1,92,5,00,,幹線鉄道等活性化事業費補助,"483,000","525,000","△ 42,000"
,,,43,052,1,92,5,00,,都市鉄道利便増進事業費補助,"11,568,000","11,568,000",0
,,,43,052,1,92,5,00,,都市鉄道整備事業費補助,"6,607,000","6,042,000","565,000"
,,,43,052,1,92,5,00,,鉄道駅総合改善事業費補助,"1,757,000","2,453,000","△ 696,000"
,,060,,,,,,,地域公共交通維持・活性化推進費,,"21,093,120","23,004,318","△ 1,911,198"
,,,95,016,2,12,9,06,,諸謝金,"1,030","1,348",△ 318
,,,95,016,2,12,2,08,,職員旅費,"6,160","6,711",△ 551
,,,95,016,2,12,2,08,,委員等旅費,"2,020","2,371",△ 351
,,,95,016,2,12,3,09,,地域公共交通維持・活性化推進調査費,"159,213","194,028","△ 34,815"
,,,95,063,2,40,5,16,,地域公共交通確保維持改善事業費補助金,"20,310,472","22,000,584","△ 1,690,112"
,,,95,063,2,40,5,16,,地方空港受入環境整備事業費補助金,"614,225","799,276","△ 185,051"
,,096,,,,,,,独立行政法人鉄道建設・運輸施設整備支援機構運営費,,"263,857","260,528","3,329"
,,,95,063,2,40,5,16,,独立行政法人鉄道建設・運輸施設整備支援機構地域公共交通等勘定運営費交付金,"63,495","45,906","17,589"
,,,95,063,2,40,5,16,,独立行政法人鉄道建設・運輸施設整備支援機構助成勘定運営費交付金,"200,362","214,622","△ 14,260"
,,061,,,,,,,都市・地域交通整備事業費,,"692,000","692,000",0
,,,44,052,1,82,5,00,,都市・地域交通戦略推進事業費補助,"692,000","692,000",0
,,062,,,,,,,道路交通円滑化推進費,,"118,039","125,884","△ 7,845"
,,,95,016,2,12,3,09,,道路交通円滑化推進調査費,"118,039","125,884","△ 7,845"
,,361,,,,,,,道路交通円滑化事業費,,"220,199,000","193,266,000","26,933,000"
,,,42,052,1,20,4,00,,道路交通円滑化事業費,"204,079,000","179,021,000","25,058,000"
,,,42,052,1,20,4,00,,営繕宿舎費,"362,000","461,000","△ 99,000"
,,,42,052,1,82,5,00,,道路交通円滑化事業費補助,"8,855,000","9,174,000","△ 319,000"
,,,42,052,1,82,5,00,,後進地域特例法適用団体補助率差額,"272,000","237,000","35,000"
,,,42,052,1,95,9,00,,有料道路整備資金貸付金,"6,606,000","4,348,000","2,258,000"
,,,42,052,1,95,9,00,,連続立体交差事業資金貸付金,"25,000","25,000",0
,,066,,,,,,,社会資本整備・管理効率化推進費,,"1,567,281","1,459,187","108,094"
,,,95,016,2,11,1,05,,非常勤職員手当,"13,384","10,486","2,898"
,,,95,016,2,12,9,06,,諸謝金,"30,783","30,710",73
,,,95,016,2,12,2,08,,職員旅費,"92,579","105,575","△ 12,996"
,,,95,016,2,12,2,08,,委員等旅費,"11,049","10,958",91
,,,95,016,2,12,3,09,,庁費,"12,405","11,897",508
,,,95,016,2,12,3,09,,校費,"183,131","170,635","12,496"
,,,95,016,2,12,3,09,,情報処理業務庁費,"190,740","137,087","53,653"
,,,95,016,2,12,3,09,,社会資本整備・管理効率化推進調査費,"625,981","556,313","69,668"
,,,95,016,2,12,3,09,,庁舎管理改善設備整備費,"6,441","7,090",△ 649
,,,95,016,2,12,3,09,,各所修繕,"11,679","11,649",30
,,,95,199,2,13,3,09,,自動車重量税,35,35,0
,,,95,016,2,12,5,14,,施設管理業務委託費,"77,220","80,795","△ 3,575"
,,,95,016,2,81,5,16,,官民連携社会資本整備等推進費補助金,"311,824","325,927","△ 14,103"
,,,95,016,2,95,9,20,,支障物件補償金,30,30,0
,,067,,,,,,,不動産市場整備等推進費,,"4,749,752","5,009,728","△ 259,976"
,,,95,016,2,11,1,05,,委員手当,"7,141","7,141",0
,,,95,016,2,12,9,06,,諸謝金,"3,034","3,552",△ 518
,,,95,016,2,12,2,08,,職員旅費,"21,233","21,385",△ 152
,,,95,016,2,12,2,08,,委員等旅費,"3,879","3,253",626
,,,95,016,2,12,2,08,,参考人等旅費,42,42,0
,,,95,016,2,12,3,09,,不動産市場整備等推進調査費,"4,673,968","4,933,900","△ 259,932"
,,,95,016,2,12,3,09,,資格検定国家試験費,"40,455","40,455",0
,,068,,,,,,,建設市場整備推進費,,"805,949","861,469","△ 55,520"
,,,95,016,2,12,9,06,,諸謝金,"5,447","4,913",534
,,,95,016,2,12,2,08,,職員旅費,"65,456","69,767","△ 4,311"
,,,95,016,2,12,2,08,,委員等旅費,"3,689","4,146",△ 457
,,,95,016,2,12,3,09,,情報処理業務庁費,"29,928","48,786","△ 18,858"
,,,95,016,2,12,3,09,,建設市場整備推進調査費,"699,526","731,910","△ 32,384"
,,,95,016,2,12,3,09,,資格検定国家試験費,765,808,△ 43
,,,95,016,2,12,3,09,,電子計算機借料,"1,138","1,139",△ 1
,,069,,,,,,,国土交通統計調査費,,"838,817","615,333","223,484"
,,,95,016,2,12,2,08,,職員旅費,"2,147","1,536",611
,,,95,016,2,12,3,09,,統計調査費,"620,216","408,370","211,846"
,,,95,059,2,12,5,14,,統計情報調査委託費,"216,454","205,427","11,027"
,,070,,,,,,,国土調査費,,"6,882,618","8,457,171","△ 1,574,553"
,,,95,016,2,12,9,06,,諸謝金,949,949,0
,,,95,016,2,12,2,08,,職員旅費,"8,727","8,764",△ 37
,,,95,016,2,12,2,08,,委員等旅費,92,92,0
,,,95,016,2,12,3,09,,測量庁費,"342,429","321,179","21,250"
,,,95,059,2,81,5,16,,地籍整備推進調査費補助金,"123,401","119,167","4,234"
,,,95,059,2,81,5,16,,地籍調査費負担金,"6,407,020","8,007,020","△ 1,600,000"
,,130,,,,,,,自動車運送業市場環境整備推進費,,"88,276","195,369","△ 107,093"
,,,95,016,2,12,9,06,,諸謝金,"1,050",980,70
,,,95,016,2,12,2,08,,職員旅費,"1,110","1,470",△ 360
,,,95,016,2,12,2,08,,委員等旅費,180,168,12
,,,95,016,2,12,3,09,,自動車運送業市場環境整備推進調査費,"85,936","192,751","△ 106,815"
,,071,,,,,,,海事産業市場整備等推進費,,"1,158,827","1,340,150","△ 181,323"
,,,95,016,2,12,9,06,,諸謝金,"2,215","2,301",△ 86
,,,13,054,2,12,9,06,,技術研究開発謝金,"1,349","1,048",301
,,,08,085,2,60,9,06,,船員離職者職業転換等給付金,"3,190","4,016",△ 826
,,,95,016,2,12,2,08,,職員旅費,"19,072","17,565","1,507"
,,,13,054,2,12,2,08,,技術研究開発調査旅費,"2,748","2,482",266
,,,95,016,2,12,2,08,,委員等旅費,"1,441","1,331",110
,,,13,054,2,12,2,08,,技術研究開発委員等旅費,"1,353","1,053",300
,,,13,054,2,12,3,09,,技術研究開発調査費,"203,881","147,442","56,439"
,,,95,016,2,12,3,09,,海事産業市場整備等推進調査費,"314,570","254,619","59,951"
,,,95,016,2,12,3,09,,船員手帳作成費,"6,255","5,775",480
,,,95,016,2,12,3,09,,電子計算機借料,"8,133","7,739",394
,,,13,054,2,12,5,14,,技術研究開発委託費,"96,388","101,884","△ 5,496"
,,,95,016,2,12,5,14,,政府開発援助開発途上国船員教育者養成事業委託費,"17,921","18,308",△ 387
,,,13,054,2,40,5,16,,海事産業関連技術研究開発費補助金,"354,000","647,000","△ 293,000"
,,,08,085,2,40,5,16,,船員雇用促進対策事業費補助金,"93,746","92,963",783
,,,95,016,2,72,5,16,,経済協力開発機構分担金,"10,757","11,397",△ 640
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"21,808","23,227","△ 1,419"
,,074,,,,,,,独立行政法人海技教育機構運営費,,"7,093,246","7,231,694","△ 138,448"
,,,95,063,2,30,5,16,,独立行政法人海技教育機構運営費交付金,"7,093,246","7,231,694","△ 138,448"
,,076,,,,,,,国土形成推進費,,"525,734","531,257","△ 5,523"
,,,95,016,2,12,9,06,,諸謝金,"3,847","4,337",△ 490
,,,95,016,2,12,2,08,,職員旅費,"19,456","20,736","△ 1,280"
,,,95,016,2,12,2,08,,委員等旅費,"2,944","5,575","△ 2,631"
,,,95,016,2,12,3,09,,情報処理業務庁費,"13,300","13,497",△ 197
,,,95,016,2,12,3,09,,国土形成推進調査費,"440,435","428,451","11,984"
,,,95,016,2,12,3,09,,電子計算機借料,"2,712","14,181","△ 11,469"
,,,95,016,2,72,5,16,,経済協力開発機構等拠出金,"43,040","44,480","△ 1,440"
,,280,,,,,,,社会資本総合整備事業費,,"1,680,540,000","2,058,702,000","△ 378,162,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"697,282,000","803,531,000","△ 106,249,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"983,258,000","1,255,171,000","△ 271,913,000"
,,282,,,,,,,官民連携基盤整備推進調査費,,"331,000","331,000",0
,,,48,052,1,82,5,00,,官民連携基盤整備調査費補助,"331,000","331,000",0
,,080,,,,,,,地理空間情報整備・活用推進費,,"96,749","66,464","30,285"
,,,95,016,2,12,2,08,,職員旅費,348,"1,549","△ 1,201"
,,,95,016,2,12,3,09,,地理空間情報整備・活用推進調査費,"96,401","64,915","31,486"
,,081,,,,,,,離島振興費,,"4,980,534","5,120,897","△ 140,363"
,,,95,016,2,12,9,06,,諸謝金,48,48,0
,,,95,016,2,12,2,08,,職員旅費,"5,303","3,174","2,129"
,,,95,016,2,12,2,08,,委員等旅費,267,322,△ 55
,,,95,016,2,12,3,09,,離島振興調査費,"124,733","26,503","98,230"
,,,95,016,2,81,5,16,,小笠原諸島振興開発費補助金,"136,183","137,426","△ 1,243"
,,,95,016,2,81,5,16,,離島活性化交付金,"1,400,000","1,578,704","△ 178,704"
,,,95,199,2,81,5,16,,奄美群島振興交付金,"2,400,000","2,444,445","△ 44,445"
,,,95,059,1,82,5,00,,小笠原諸島振興開発事業費補助,"914,000","930,275","△ 16,275"
,,083,,,,,,,離島振興事業費,,"63,628,233","64,248,161","△ 619,928"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"205,000","184,000","21,000"
,,,43,052,1,20,4,00,,港湾改修費,"3,032,500","2,122,100","910,400"
,,,43,052,1,20,4,00,,港湾営繕宿舎費,"4,833","3,761","1,072"
,,,46,052,1,20,4,00,,かんがい排水事業費,"1,919,300","2,112,680","△ 193,380"
,,,46,052,1,20,4,00,,総合農地防災事業費,"50,000","50,000",0
,,,46,052,1,20,4,00,,農業農村整備営繕宿舎費,"26,700","32,700","△ 6,000"
,,,41,051,1,82,5,00,,治山事業費補助,"654,000","687,000","△ 33,000"
,,,41,051,1,82,5,00,,特定洪水対策等推進事業費補助,"75,000",0,"75,000"
,,,42,052,1,82,5,00,,道路更新防災等対策事業費補助,"1,790,000",0,"1,790,000"
,,,43,052,1,82,5,00,,港湾改修費補助,"3,540,900","3,635,300","△ 94,400"
,,,44,052,1,82,5,00,,無電柱化推進事業費補助,"79,000",0,"79,000"
,,,45,086,1,92,5,00,,水道施設整備費補助,"784,000","949,000","△ 165,000"
,,,46,052,1,82,5,00,,農業生産基盤整備事業費補助,"4,527,000","4,665,620","△ 138,620"
,,,46,052,1,82,5,00,,森林環境保全整備事業費補助,"681,000","726,000","△ 45,000"
,,,46,052,1,82,5,00,,水産基盤整備事業費補助,"10,931,000","12,057,000","△ 1,126,000"
,,,45,086,1,82,5,00,,循環型社会形成推進交付金,"1,778,000","1,444,000","334,000"
,,,46,052,1,82,5,00,,農山漁村地域整備交付金,"6,361,000","6,426,000","△ 65,000"
,,,46,052,1,82,5,00,,美しい森林づくり基盤整備交付金,"29,000","31,000","△ 2,000"
,,,47,052,1,82,5,00,,社会資本整備総合交付金,"16,342,000","16,886,000","△ 544,000"
,,,47,052,1,82,5,00,,防災・安全社会資本整備交付金,"10,818,000","12,236,000","△ 1,418,000"
,,085,,,,,,,北海道総合開発推進費,,"1,772,594","1,136,619","635,975"
,,,95,016,2,12,9,06,,諸謝金,618,369,249
,,,95,016,2,12,2,08,,職員旅費,"12,954","11,386","1,568"
,,,95,016,2,12,2,08,,委員等旅費,"1,146","1,033",113
,,,95,016,2,12,3,09,,北海道総合開発推進調査費,"54,320","61,086","△ 6,766"
,,,95,059,2,12,5,14,,民族共生象徴空間運営委託費,"1,520,264","869,157","651,107"
,,,95,059,2,71,5,16,,アイヌ伝統等普及啓発等事業費補助金,"81,440","91,736","△ 10,296"
,,,95,059,2,82,5,16,,北方領土隣接地域振興等事業推進費補助金,"101,852","101,852",0
,,086,,,,,,,北海道開発事業費,,"568,699,933","557,260,998","11,438,935"
,,,41,051,1,20,4,00,,海岸保全施設整備事業費,"476,938","1,206,938","△ 730,000"
,,,41,051,1,20,4,00,,海岸営繕宿舎費,62,62,0
,,,41,051,1,20,4,00,,国有林野内治山事業費,"4,674,839","4,935,839","△ 261,000"
,,,41,051,1,20,4,00,,治山営繕宿舎費,161,161,0
,,,41,051,1,20,4,00,,河川改修費,"47,889,699","46,906,758","982,941"
,,,41,051,1,20,4,00,,河川維持修繕費,"13,749,000","13,039,000","710,000"
,,,41,051,1,20,4,00,,堰堤維持費,"7,624,029","7,214,065","409,964"
,,,41,051,1,20,4,00,,河川総合開発事業費,"360,000","344,420","15,580"
,,,41,051,1,20,4,00,,河川工作物関連応急対策事業費,"1,423,000","1,346,000","77,000"
,,,41,051,1,20,4,00,,沙流川沙流川総合開発建設費,"7,643,102","4,517,306","3,125,796"
,,,41,051,1,20,4,00,,石狩川幾春別川総合開発建設費,"12,721,979","15,861,078","△ 3,139,099"
