所管,組織,,,,,,,,                             項目,,"令和元年度
成立予算額(千円)",補正要求,,,"改令和元年度
予算額(千円)"
,,,42,052,1,20,5,16,,国家公務員共済組合負担金,"52,746",0,"△ 4,499","△ 4,499","48,247"
,,,42,052,1,20,9,06,,諸謝金外10目,"286,345",0,0,0,"286,345"
,,138,,,,,,,港湾空港整備事業工事諸費,,"204,981",0,"△ 2,336","△ 2,336","202,645"
,,,43,052,1,20,1,02,,職員基本給,"44,498",0,△ 975,△ 975,"43,523"
,,,43,052,1,20,1,03,,職員諸手当,"21,988",0,△ 220,△ 220,"21,768"
,,,43,052,1,20,1,05,,休職者給与,"1,830",0,△ 297,△ 297,"1,533"
,,,43,052,1,20,1,05,,退職手当,303,0,△ 40,△ 40,263
,,,43,089,1,20,1,05,,児童手当,"1,100",0,△ 355,△ 355,745
,,,43,052,1,20,5,16,,国家公務員共済組合負担金,"15,912",0,△ 449,△ 449,"15,463"
,,,43,052,1,20,2,08,,職員旅費外6目,"119,350",0,0,0,"119,350"
,国土地理院,,,,,,,,,,"10,615,934","617,532","△ 63,577","553,955","11,169,889"
,,141,,,,,,,国土地理院共通費,,"5,496,388",0,"△ 62,966","△ 62,966","5,433,422"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"196,125",0,"△ 62,966","△ 62,966","133,159"
,,,95,016,2,12,9,06,,諸謝金外14目,"5,300,263",0,0,0,"5,300,263"
,,142,,,,,,,国土地理院施設費,,"265,686","77,657",0,"77,657","343,343"
,,,95,016,1,20,4,15,,施設整備費,"265,686","77,657",0,"77,657","343,343"
,,143,,,,,,,災害情報整備推進費,,"848,631","539,875",0,"539,875","1,388,506"
,,,95,016,2,12,3,09,,測量庁費,"832,039","539,875",0,"539,875","1,371,914"
,,,95,016,2,12,9,06,,諸謝金外4目,"16,592",0,0,0,"16,592"
,,144,,,,,,,地理空間情報整備・活用等推進費,,"3,912,000",0,△ 611,△ 611,"3,911,389"
,,,95,016,2,12,3,09,,電子計算機借料,"88,190",0,△ 611,△ 611,"87,579"
,,,95,016,2,12,9,06,,諸謝金外8目,"3,823,810",0,0,0,"3,823,810"
,,145,,,,,,,技術研究開発推進費,,"93,229",0,0,0,"93,229"
,海難審判所,,,,,,,,,,"969,826",0,"△ 30,136","△ 30,136","939,690"
,,151,,,,,,,海難審判所共通費,,"944,324",0,"△ 30,136","△ 30,136","914,188"
,,,95,014,2,11,1,02,,職員基本給,"460,167",0,"△ 15,419","△ 15,419","444,748"
,,,95,014,2,11,1,03,,職員諸手当,"315,410",0,"△ 11,646","△ 11,646","303,764"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"23,877",0,"△ 2,001","△ 2,001","21,876"
,,,95,089,2,11,1,05,,児童手当,"2,640",0,"△ 1,070","△ 1,070","1,570"
,,,95,014,2,12,9,06,,諸謝金外8目,"142,230",0,0,0,"142,230"
,,152,,,,,,,海難審判費,,"25,502",0,0,0,"25,502"
,地方整備局,,,,,,,,,,"244,081,214","2,622,581","△ 3,246,189","△ 623,608","243,457,606"
,,161,,,,,,,地方整備局共通費,,"33,403,951",0,"△ 318,537","△ 318,537","33,085,414"
,,,95,059,2,11,1,02,,職員基本給,"19,160,466",0,"△ 145,349","△ 145,349","19,015,117"
,,,95,059,2,11,1,03,,職員諸手当,"9,808,060",0,"△ 24,055","△ 24,055","9,784,005"
,,,95,059,2,11,1,05,,非常勤職員手当,"17,694",0,"△ 1,535","△ 1,535","16,159"
,,,95,059,2,11,1,05,,短時間勤務職員給与,"292,661",0,"△ 133,208","△ 133,208","159,453"
,,,95,089,2,11,1,05,,児童手当,"291,345",0,"△ 14,390","△ 14,390","276,955"
,,,95,059,2,12,9,06,,諸謝金外11目,"3,833,725",0,0,0,"3,833,725"
,,162,,,,,,,地方整備局施設費,,0,"134,415",0,"134,415","134,415"
,,,95,059,1,20,4,15,,施設整備費,0,"134,415",0,"134,415","134,415"
,,163,,,,,,,地方整備推進費,,"1,005,707",0,"△ 15,352","△ 15,352","990,355"
,,,95,059,2,12,3,09,,電子計算機借料,"241,031",0,"△ 15,352","△ 15,352","225,679"
,,,95,059,2,12,9,06,,諸謝金外9目,"764,676",0,0,0,"764,676"
,,167,,,,,,,治水海岸事業工事諸費,,"93,096,031",0,"△ 970,503","△ 970,503","92,125,528"
,,,41,051,1,20,1,05,,短時間勤務職員給与,"1,358,840",0,"△ 354,720","△ 354,720","1,004,120"
,,,41,051,1,20,1,05,,退職手当,"5,118,350",0,"△ 275,346","△ 275,346","4,843,004"
,,,41,051,1,20,3,09,,電子計算機借料,"1,557,551",0,"△ 151,443","△ 151,443","1,406,108"
,,,41,051,1,20,5,16,,国家公務員共済組合負担金,"10,961,130",0,"△ 188,994","△ 188,994","10,772,136"
,,,41,051,1,20,9,06,,諸謝金外22目,"74,100,160",0,0,0,"74,100,160"
,,168,,,,,,,道路整備事業工事諸費,,"84,586,817",0,"△ 822,929","△ 822,929","83,763,888"
,,,42,052,1,20,1,02,,職員基本給,"27,143,808",0,"△ 204,850","△ 204,850","26,938,958"
,,,42,052,1,20,1,05,,短時間勤務職員給与,"1,308,375",0,"△ 334,255","△ 334,255","974,120"
,,,42,052,1,20,1,05,,退職手当,"4,106,860",0,"△ 41,011","△ 41,011","4,065,849"
,,,42,052,1,20,3,09,,電子計算機借料,"1,411,941",0,"△ 51,150","△ 51,150","1,360,791"
,,,42,052,1,20,5,16,,国家公務員共済組合負担金,"10,384,655",0,"△ 191,663","△ 191,663","10,192,992"
,,,42,052,1,20,9,06,,諸謝金外23目,"40,231,178",0,0,0,"40,231,178"
,,169,,,,,,,港湾空港整備事業工事諸費,,"19,617,778",0,"△ 734,004","△ 734,004","18,883,774"
,,,43,052,1,20,1,02,,職員基本給,"6,434,496",0,"△ 99,306","△ 99,306","6,335,190"
,,,43,052,1,20,1,03,,職員諸手当,"3,405,240",0,"△ 54,711","△ 54,711","3,350,529"
,,,43,052,1,20,1,05,,非常勤職員手当,"12,176",0,"△ 3,605","△ 3,605","8,571"
,,,43,052,1,20,1,05,,休職者給与,"54,365",0,"△ 11,608","△ 11,608","42,757"
,,,43,052,1,20,1,05,,短時間勤務職員給与,"232,217",0,"△ 53,338","△ 53,338","178,879"
,,,43,052,1,20,1,05,,公務災害補償費,"68,080",0,△ 534,△ 534,"67,546"
,,,43,052,1,20,1,05,,退職手当,"1,798,507",0,"△ 410,673","△ 410,673","1,387,834"
,,,43,089,1,20,1,05,,児童手当,"105,875",0,"△ 11,355","△ 11,355","94,520"
,,,43,052,1,20,5,16,,国家公務員共済組合負担金,"2,519,234",0,"△ 88,874","△ 88,874","2,430,360"
,,,43,052,1,20,9,06,,諸謝金外17目,"4,987,588",0,0,0,"4,987,588"
,,170,,,,,,,都市環境整備事業工事諸費,,"9,909,971",0,"△ 269,704","△ 269,704","9,640,267"
,,,44,052,1,20,1,02,,職員基本給,"2,329,540",0,"△ 105,419","△ 105,419","2,224,121"
,,,44,052,1,20,1,03,,職員諸手当,"1,095,356",0,"△ 38,662","△ 38,662","1,056,694"
,,,44,052,1,20,1,05,,休職者給与,"19,299",0,△ 412,△ 412,"18,887"
,,,44,052,1,20,1,05,,短時間勤務職員給与,"10,533",0,△ 398,△ 398,"10,135"
,,,44,052,1,20,1,05,,退職手当,"269,899",0,"△ 28,440","△ 28,440","241,459"
,,,44,089,1,20,1,05,,児童手当,"49,130",0,"△ 7,255","△ 7,255","41,875"
,,,44,052,1,20,3,09,,電子計算機借料,"273,975",0,"△ 25,206","△ 25,206","248,769"
,,,44,052,1,20,5,16,,国家公務員共済組合負担金,"985,269",0,"△ 63,912","△ 63,912","921,357"
,,,44,052,1,20,9,06,,諸謝金外16目,"4,876,970",0,0,0,"4,876,970"
,,164,,,,,,,国営公園等事業工事諸費,,"1,914,484",0,"△ 115,160","△ 115,160","1,799,324"
,,,45,052,1,20,1,02,,職員基本給,"601,869",0,"△ 14,958","△ 14,958","586,911"
,,,45,052,1,20,1,03,,職員諸手当,"318,163",0,"△ 3,659","△ 3,659","314,504"
,,,45,052,1,20,1,05,,短時間勤務職員給与,"44,999",0,"△ 33,902","△ 33,902","11,097"
,,,45,052,1,20,1,05,,退職手当,"211,277",0,"△ 49,430","△ 49,430","161,847"
,,,45,089,1,20,1,05,,児童手当,"9,850",0,"△ 1,335","△ 1,335","8,515"
,,,45,052,1,20,5,16,,国家公務員共済組合負担金,"226,763",0,"△ 11,876","△ 11,876","214,887"
,,,45,052,1,20,9,06,,諸謝金外16目,"501,563",0,0,0,"501,563"
,,165,,,,,,,河川等災害復旧事業等工事諸費,,"546,475","2,488,166",0,"2,488,166","3,034,641"
,,,49,053,1,20,1,04,,超過勤務手当,"191,644","879,444",0,"879,444","1,071,088"
,,,49,053,1,20,2,08,,日額旅費,"31,974","149,493",0,"149,493","181,467"
,,,49,053,1,20,3,09,,工事雑費,"322,857","1,459,229",0,"1,459,229","1,782,086"
,北海道開発局,,,,,,,,,,"54,382,093","201,700","△ 760,065","△ 558,365","53,823,728"
,,171,,,,,,,北海道開発局共通費,,"9,215,349",0,"△ 62,109","△ 62,109","9,153,240"
,,,95,059,2,11,1,02,,職員基本給,"5,223,913",0,"△ 55,086","△ 55,086","5,168,827"
,,,95,059,2,11,1,05,,短時間勤務職員給与,"68,545",0,"△ 7,023","△ 7,023","61,522"
,,,95,059,2,12,9,06,,諸謝金外12目,"3,922,891",0,0,0,"3,922,891"
,,172,,,,,,,北海道開発局施設費,,"51,652",0,0,0,"51,652"
,,173,,,,,,,北海道開発行政推進費,,"251,214",0,△ 321,△ 321,"250,893"
,,,95,059,2,12,3,09,,電子計算機借料,"107,131",0,△ 321,△ 321,"106,810"
,,,95,059,2,12,9,06,,諸謝金外6目,"144,083",0,0,0,"144,083"
,,174,,,,,,,北海道治水海岸事業工事諸費,,"10,595,000",0,"△ 152,891","△ 152,891","10,442,109"
,,,41,051,1,20,1,02,,職員基本給,"3,191,534",0,"△ 44,693","△ 44,693","3,146,841"
,,,41,051,1,20,1,03,,職員諸手当,"1,765,707",0,"△ 1,362","△ 1,362","1,764,345"
,,,41,051,1,20,1,05,,短時間勤務職員給与,"168,628",0,"△ 40,057","△ 40,057","128,571"
,,,41,051,1,20,1,05,,退職手当,"756,913",0,"△ 43,239","△ 43,239","713,674"
,,,41,089,1,20,1,05,,児童手当,"50,415",0,"△ 5,550","△ 5,550","44,865"
,,,41,051,1,20,3,09,,電子計算機借料,"203,125",0,"△ 2,200","△ 2,200","200,925"
,,,41,051,1,20,5,16,,国家公務員共済組合負担金,"1,251,213",0,"△ 15,790","△ 15,790","1,235,423"
,,,41,051,1,20,9,06,,諸謝金外16目,"3,207,465",0,0,0,"3,207,465"
,,183,,,,,,,北海道道路整備事業工事諸費,,"18,994,000",0,"△ 296,535","△ 296,535","18,697,465"
,,,42,052,1,20,1,02,,職員基本給,"5,755,274",0,"△ 50,773","△ 50,773","5,704,501"
,,,42,052,1,20,1,05,,短時間勤務職員給与,"186,412",0,"△ 36,376","△ 36,376","150,036"
,,,42,052,1,20,1,05,,退職手当,"1,218,473",0,"△ 168,851","△ 168,851","1,049,622"
,,,42,089,1,20,1,05,,児童手当,"95,605",0,"△ 3,770","△ 3,770","91,835"
,,,42,052,1,20,3,09,,電子計算機借料,"360,380",0,"△ 5,145","△ 5,145","355,235"
,,,42,052,1,20,5,16,,国家公務員共済組合負担金,"2,313,781",0,"△ 31,620","△ 31,620","2,282,161"
,,,42,052,1,20,9,06,,諸謝金外17目,"9,064,075",0,0,0,"9,064,075"
,,176,,,,,,,北海道港湾空港整備事業工事諸費,,"3,290,000",0,"△ 135,332","△ 135,332","3,154,668"
,,,43,052,1,20,1,02,,職員基本給,"978,939",0,"△ 32,797","△ 32,797","946,142"
,,,43,052,1,20,1,03,,職員諸手当,"590,543",0,"△ 15,338","△ 15,338","575,205"
,,,43,052,1,20,1,05,,短時間勤務職員給与,"51,256",0,"△ 14,579","△ 14,579","36,677"
,,,43,052,1,20,1,05,,退職手当,"252,828",0,"△ 59,955","△ 59,955","192,873"
,,,43,089,1,20,1,05,,児童手当,"14,150",0,"△ 2,445","△ 2,445","11,705"
,,,43,052,1,20,3,09,,電子計算機借料,"65,100",0,"△ 1,088","△ 1,088","64,012"
,,,43,052,1,20,5,16,,国家公務員共済組合負担金,"393,740",0,"△ 9,130","△ 9,130","384,610"
,,,43,052,1,20,9,06,,諸謝金外14目,"943,444",0,0,0,"943,444"
,,177,,,,,,,北海道都市環境整備事業工事諸費,,"1,700,000",0,"△ 19,210","△ 19,210","1,680,790"
,,,44,052,1,20,1,02,,職員基本給,"557,015",0,"△ 6,587","△ 6,587","550,428"
,,,44,052,1,20,1,05,,短時間勤務職員給与,"38,923",0,"△ 10,708","△ 10,708","28,215"
,,,44,089,1,20,1,05,,児童手当,"13,190",0,"△ 1,670","△ 1,670","11,520"
,,,44,052,1,20,3,09,,電子計算機借料,"16,188",0,△ 245,△ 245,"15,943"
,,,44,052,1,20,9,06,,諸謝金外18目,"1,074,684",0,0,0,"1,074,684"
,,179,,,,,,,北海道国営公園等事業工事諸費,,"127,359",0,△ 437,△ 437,"126,922"
,,,45,052,1,20,1,02,,職員基本給,"41,347",0,△ 339,△ 339,"41,008"
,,,45,089,1,20,1,05,,児童手当,480,0,△ 45,△ 45,435
,,,45,052,1,20,3,09,,電子計算機借料,"2,224",0,△ 11,△ 11,"2,213"
,,,45,052,1,20,5,16,,国家公務員共済組合負担金,"15,368",0,△ 42,△ 42,"15,326"
,,,45,052,1,20,2,08,,職員旅費外11目,"67,940",0,0,0,"67,940"
,,180,,,,,,,北海道農業生産基盤整備事業等工事諸費,,"10,104,643",0,"△ 93,230","△ 93,230","10,011,413"
,,,46,052,1,20,1,02,,職員基本給,"3,272,764",0,"△ 30,218","△ 30,218","3,242,546"
,,,46,052,1,20,1,05,,短時間勤務職員給与,"159,528",0,"△ 35,817","△ 35,817","123,711"
,,,46,052,1,20,1,05,,退職手当,"598,437",0,"△ 11,776","△ 11,776","586,661"
,,,46,089,1,20,1,05,,児童手当,"53,055",0,"△ 8,025","△ 8,025","45,030"
,,,46,052,1,20,3,09,,電子計算機借料,"175,939",0,"△ 2,566","△ 2,566","173,373"
,,,46,052,1,20,5,16,,国家公務員共済組合負担金,"1,287,851",0,"△ 4,828","△ 4,828","1,283,023"
,,,46,052,1,20,9,06,,諸謝金外16目,"4,557,069",0,0,0,"4,557,069"
,,182,,,,,,,北海道災害復旧事業等工事諸費,,"52,876","201,700",0,"201,700","254,576"
,,,49,053,1,20,1,04,,超過勤務手当,"17,722","68,062",0,"68,062","85,784"
,,,49,053,1,20,2,08,,日額旅費,"4,543","26,908",0,"26,908","31,451"
,,,49,053,1,20,3,09,,工事雑費,"30,611","106,730",0,"106,730","137,341"
,地方運輸局,,,,,,,,,,"21,678,439",0,"△ 296,540","△ 296,540","21,381,899"
,,191,,,,,,,地方運輸局共通費,,"20,498,563",0,"△ 294,621","△ 294,621","20,203,942"
,,,95,063,2,11,1,02,,職員基本給,"11,573,908",0,"△ 79,886","△ 79,886","11,494,022"
,,,95,063,2,11,1,05,,短時間勤務職員給与,"582,461",0,"△ 203,575","△ 203,575","378,886"
,,,95,063,2,12,3,09,,電子計算機借料,"17,930",0,"△ 11,160","△ 11,160","6,770"
,,,95,063,2,12,9,06,,諸謝金外19目,"8,324,264",0,0,0,"8,324,264"
,,192,,,,,,,地方運輸行政推進費,,"1,179,876",0,"△ 1,919","△ 1,919","1,177,957"
,,,95,063,2,12,3,09,,電子計算機借料,"198,112",0,"△ 1,919","△ 1,919","196,193"
,,,95,063,2,12,9,06,,諸謝金外15目,"981,764",0,0,0,"981,764"
,地方航空局,,,,,,,,,,"2,184,614",0,"△ 14,143","△ 14,143","2,170,471"
,,201,,,,,,,地方航空局共通費,,"2,140,838",0,"△ 14,143","△ 14,143","2,126,695"
,,,95,063,2,11,1,02,,職員基本給,"1,265,242",0,△ 760,△ 760,"1,264,482"
,,,95,063,2,11,1,03,,職員諸手当,"696,476",0,"△ 5,499","△ 5,499","690,977"
,,,95,063,2,11,1,05,,短時間勤務職員給与,"14,677",0,"△ 7,254","△ 7,254","7,423"
,,,95,089,2,11,1,05,,児童手当,"17,585",0,△ 630,△ 630,"16,955"
,,,95,063,2,12,9,06,,諸謝金外8目,"146,858",0,0,0,"146,858"
,,202,,,,,,,地方航空行政推進費,,"43,776",0,0,0,"43,776"
,観光庁,,,,,,,,,,"68,300,254","5,499,584","△ 38,665","5,460,919","73,761,173"
,,221,,,,,,,観光庁共通費,,"2,074,011",0,"△ 38,665","△ 38,665","2,035,346"
,,,95,016,2,11,1,02,,職員基本給,"1,029,392",0,"△ 23,179","△ 23,179","1,006,213"
,,,95,016,2,11,1,03,,職員諸手当,"545,096",0,"△ 2,847","△ 2,847","542,249"
,,,95,016,2,11,1,05,,非常勤職員手当,"123,908",0,"△ 6,367","△ 6,367","117,541"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"6,619",0,"△ 5,297","△ 5,297","1,322"
,,,95,089,2,11,1,05,,児童手当,"11,320",0,△ 975,△ 975,"10,345"
,,,95,016,2,12,2,08,,職員旅費外6目,"357,676",0,0,0,"357,676"
,,222,,,,,,,観光振興費,,"8,677,609","499,584",0,"499,584","9,177,193"
,,,95,016,2,12,3,09,,観光振興調査費,"2,139,112","179,850",0,"179,850","2,318,962"
,,,95,063,2,40,5,16,,訪日外国人旅行者受入環境整備緊急対策事業費補助金,"4,654,732","319,734",0,"319,734","4,974,466"
,,,95,016,2,12,9,06,,諸謝金外7目,"1,883,765",0,0,0,"1,883,765"
,,225,,,,,,,国際観光旅客税財源観光振興費,,"44,221,297",0,0,0,"44,221,297"
,,223,,,,,,,独立行政法人国際観光振興機構運営費,,"9,048,634","5,000,000",0,"5,000,000","14,048,634"
,,,95,062,2,30,5,16,,独立行政法人国際観光振興機構一般勘定運営費交付金,"9,048,634","5,000,000",0,"5,000,000","14,048,634"
,,226,,,,,,,国際観光旅客税財源独立行政法人国際観光振興機構運営費,,"4,278,703",0,0,0,"4,278,703"
,気象庁,,,,,,,,,,"60,764,625","908,151","△ 970,635","△ 62,484","60,702,141"
,,231,,,,,,,気象官署共通費,,"36,536,357",0,"△ 937,946","△ 937,946","35,598,411"
,,,95,191,2,11,1,02,,職員基本給,"20,038,341",0,"△ 88,700","△ 88,700","19,949,641"
,,,95,191,2,11,1,03,,職員諸手当,"10,663,136",0,"△ 76,665","△ 76,665","10,586,471"
,,,95,191,2,11,1,04,,超過勤務手当,"3,493,379",0,"△ 728,021","△ 728,021","2,765,358"
,,,95,191,2,11,1,05,,非常勤職員手当,"17,376",0,"△ 2,821","△ 2,821","14,555"
,,,95,191,2,11,1,05,,休職者給与,"94,047",0,"△ 15,418","△ 15,418","78,629"
,,,95,191,2,11,1,05,,国際機関等派遣職員給与,"36,911",0,"△ 4,176","△ 4,176","32,735"
,,,95,191,2,11,1,05,,短時間勤務職員給与,"144,593",0,"△ 19,575","△ 19,575","125,018"
,,,95,089,2,11,1,05,,児童手当,"187,045",0,"△ 2,570","△ 2,570","184,475"
,,,95,191,2,12,9,06,,諸謝金外16目,"1,861,529",0,0,0,"1,861,529"
,,232,,,,,,,気象官署施設費,,"3,009,498","211,070",0,"211,070","3,220,568"
,,,95,191,1,20,2,08,,施設施工旅費,"6,168","8,649",0,"8,649","14,817"
,,,95,191,1,20,3,09,,施設施工庁費,"145,031","8,341",0,"8,341","153,372"
,,,95,191,1,20,4,15,,施設整備費,"2,858,299","194,080",0,"194,080","3,052,379"
,,233,,,,,,,観測予報等業務費,,"18,593,211","697,081",△ 259,"696,822","19,290,033"
,,,95,191,2,11,1,05,,非常勤職員手当,"11,425",0,△ 259,△ 259,"11,166"
,,,95,191,2,12,3,09,,観測予報庁費,"12,159,834","697,081",0,"697,081","12,856,915"
,,,95,191,2,12,9,06,,諸謝金外12目,"6,421,952",0,0,0,"6,421,952"
,,234,,,,,,,気象研究所,,"2,625,559",0,"△ 32,430","△ 32,430","2,593,129"
,,,13,073,2,20,1,02,,職員基本給,"964,182",0,"△ 20,853","△ 20,853","943,329"
,,,13,073,2,20,1,03,,職員諸手当,"548,963",0,"△ 8,431","△ 8,431","540,532"
,,,13,073,2,20,1,05,,短時間勤務職員給与,"1,951",0,"△ 1,568","△ 1,568",383
,,,13,089,2,20,1,05,,児童手当,"12,520",0,△ 275,△ 275,"12,245"
,,,13,073,2,20,3,09,,電子計算機等借料,"359,544",0,"△ 1,303","△ 1,303","358,241"
,,,13,073,2,20,9,06,,諸謝金外8目,"738,399",0,0,0,"738,399"
,運輸安全委員会,,,,,,,,,,"2,142,697","15,730","△ 48,900","△ 33,170","2,109,527"
,,241,,,,,,,運輸安全委員会,,"2,142,697","15,730","△ 48,900","△ 33,170","2,109,527"
,,,95,016,2,11,1,02,,職員基本給,"1,107,178",0,"△ 20,634","△ 20,634","1,086,544"
,,,95,016,2,11,1,03,,職員諸手当,"609,702",0,"△ 20,804","△ 20,804","588,898"
,,,95,016,2,11,1,05,,委員手当,"5,566",0,△ 51,△ 51,"5,515"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"44,155",0,"△ 5,471","△ 5,471","38,684"
,,,95,089,2,11,1,05,,児童手当,"11,030",0,"△ 1,940","△ 1,940","9,090"
,,,95,016,2,12,3,09,,公共交通等安全対策調査費,"106,957","15,730",0,"15,730","122,687"
,,,95,016,2,12,9,06,,諸謝金外10目,"258,109",0,0,0,"258,109"
,海上保安庁,,,,,,,,,,"217,753,457","42,161,075","△ 378,210","41,782,865","259,536,322"
,,251,,,,,,,海上保安官署共通費,,"105,175,327",0,"△ 361,296","△ 361,296","104,814,031"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"1,047,457",0,"△ 361,296","△ 361,296","686,161"
,,,95,014,2,12,9,06,,諸謝金外21目,"104,127,870",0,0,0,"104,127,870"
,,252,,,,,,,海上保安官署施設費,,"2,219,961","102,201",0,"102,201","2,322,162"
,,,95,014,1,20,2,08,,施設施工旅費,"23,619",418,0,418,"24,037"
,,,95,014,1,20,3,09,,施設施工庁費,"344,152",361,0,361,"344,513"
,,,95,014,1,20,4,15,,施設整備費,"1,852,190","101,422",0,"101,422","1,953,612"
